label,review
0,95分钟才送达，送达已不能吃，客服态度之差简直了
1,闹中取静的一个地方，在窗前能看到不错的风景。酒店价格的确有些偏高
1,百度小哥太有礼貌了！约17:30送餐，敲家门的时候一分不差！绝对32个赞
0,点的三鲜，西芹，韭菜，送过来竟然全是茴香的！！！！！！！
0,大盘鸡又不是没吃过，叫的外卖差太多了吧，量少青菜少，太能糊弄了
1,我是今天退房的502的客人，非常感谢酒店昨天的服务和对本人的照顾和关心，由于昨天午餐吃坏了肚子，下午从医院回来时，前台服务看我脸色不好，并且看到我手上还留有打点滴的胶带和酒精棉球，就很关心的问我是不是不舒服，需要他们什么帮助，并且在我回到房间后，酒店餐厅部经理（负责人）打电话问候，并且在晚上和服务员一起亲自送来了热热的稀饭和小菜，以及水果，服务员也来帮忙烧水，再三嘱咐我如有需要请及时联络他们，这些让出差在异地的我感到异常的温暖，觉得自己不在孤独，真的非常感谢酒店的工作人员，谢谢你们！！
1,虽然第一次少发了，联系了店家又马上补了一份，很好
1,开始预定的无烟房，到checkin时却告知无烟房没有了，晚上11点钟了，只能入住。其他服务还行。另外的问题时窗子总会发出卡他卡他声，晚上特别明显。如果是单身女人入住会被吓死的。另餐厅自助餐种类太少了。
1,知道网线接口在哪儿吗？比高家庄的地道口还隐蔽。在床头柜后面！想不道吧？看你怎么用。1：自带4米以上网线；2：自带小板凳：3：房间的垃圾桶可翻过来坐......
0,豆腐脑太少，应该5块
1,客观地说，应该已经是石家庄最好的酒店了，各方面都还可以，房间稍微有点旧了，毛巾不是很白。不过下次还会选择
0,买了两碗粥！！！只送来一碗！！怎么退钱？！！吃了这么多次了，伤心了！！退钱退钱！！
0,"速度太慢了,又没小票又没发票的"
0,太辣了，辣椒太多
1,米饭好丰满，吃不了，超实惠
0,这个饭不好吃，饮料真的太不好喝了，蛋挞是凑单的，尚可
0,分量足！但备注了三种荤菜：鱼豆腐、牛肉贡丸和香菇贡丸。送来却只有鱼豆腐。。。
0,"难吃死了,特别难吃"
0,等了70多分钟，餐都凉了
0,"送餐很及时，但是我在网站上提交了发票信息，需要开发票，餐厅却没有给开具。不知道这是是百度的bug,还是餐厅的问题。"
1,房间非常大，硬件设施还不错，不过早餐差了点，房价也属于比较贵的宾馆反馈2008年5月20日：您好！感谢您的建意，酒店的早餐出品现正做调整，期望您的下次光临会达到您的满意！诚挚的欢迎您的下次光临！
1,点了三种煎饼觉得都好吃，鸡柳的里面有菜有沙拉酱。送餐时间45分钟。
0,6块钱一份的米饭像是别人吃剩下的，不到半两重，一口吃没了。水煮花生都不知道泡了多少天，软的像花生泥，其他菜也没什么好吃的，不会再吃了。
0,正月初四带女儿入住横店国贸大厦，感觉很不好。一是旧。设施陈旧不堪，开水器脏兮兮的，还接触不良，烧水都害怕。空调虽然是中央空调，不能调风速，象拖拉机一样开到天亮。二是脏。地毯都不知道是什么颜色了，浴巾又黑又硬。三是不诚信。我是通过携程订的三人房，到酒店时房间还没打扫出来，这倒也正常，我们先进去洗把脸就外出游览景点了，洗脸时把自己带的毛巾和洗漱用品挂在了毛巾架上，结果酒店服务员就没给我们放三条毛巾。因为反正不会用，也没在意。第二天退房时，竟然问我们要三条破毛巾。更可气的是当天的服务员说确认放进去了的。我还耐着心致给她们解释，说要弄丢也不会三条都丢，除非我们偷了。这帮猪一样的服务员，实在太侮辱人格了。我留了电话，到现在还没接到酒店的道歉电话。
1,"刚下那个单就给你打电话了,你一分钟就给我做出来了？平时定的时候你怎么没那么快啊,这回顶个单你这么快埋怨我"
1,挺好的，很方便。
1,仅为个人观点，供参考。位的普通大床房。在市中心，位置尚可；设施较好，只是房间中的自制沙发不是很适合长时间座，但关系不大；房间有些窄，床和写字台之间只能放一张椅子。总的讲虽有些不足但总体不错，应该是重庆的集团，在重庆有多家店。下次去成都如果没有找到性价比更好的，还住这里。
0,汉堡太小了，大份薯条分量也特别小～
1,前台服务较好，对于未按照预订时间到达的客户，还能够保留预订，但是沟通技巧不是很好，上次住时没有用携程的预订，感到服务很好，所以这次用携程预订，但是感到两次服务不一样了。
1,他家菜很好吃，有求必应，送餐速度很快，赞
1,酒店的地理位置很好，与普宁寺只一墙之隔，环境也不错，很安静。房间比较干净，服务员态度也很好。
1,很快很好。
0,锅包肉姐姐很喜欢吃
1,态度很好，也很好吃，继续努力啊～
1,非常快，送餐师傅辛苦了，很好！
1,送餐快！好吃，肉多
0,"我了个去,只给我送了个肘子卷,我的两碗粥根本都没做,我交得还是所有的钱,坑我呢？,我的粥呢？,打电话也没人接,什么玩意啊"
1,"每次都买珍珠奶茶,很好喝,送餐速度也快！推荐购买"
0,送餐速度太慢了！！！
1,速度快，服务好，菜品更佳
1,百度外卖一直是我的外卖首选
0,我们要了两间标准大床房在9楼，每间418元，入住时发现房间设施极差，家具桌椅好像学校里学生用旧了换下来的，破烂不堪，类似90年代的招待所，想想反正只住一晚，忍了吧，晚饭后我们去了另一间房间串门，发现房间装修完全是另外一个级别，感觉房间标准有3星半，一下子气就涌上来了，向总台交涉，更让人气愤的是总台对我们提出换房或打折的要求蛮横拒绝，反而出口伤人，还要我们在这半夜近12点的时候退房，把我们扫地出门，让我们住马路去！在21世纪能碰到这种服务态度，也不知哪根香烧错了。斗争了近1个小时，最后我们只好以投诉旅游局相胁，10分钟后，对方请我们住进了以4星标准装修的4楼房间。第二天早上，发现车胎上被扎了3个钉子，轮胎全瘪了，除了宾馆报复外，不晓得在这人生地不熟的地方我会有什么仇家？！建议：5楼以上是加层建筑，里面有大半房间都是简单装修，尽量要求给你下面楼层的房间。
0,难吃得要命！
1,我这次住的超好，现在前面的几栋楼房间都是新装修的，超大的液晶电视机，可以用来上网，爽极了，物超所值，不过有涨价了，原来300，现在330了，不知道还会涨不？
1,唔，为什么要滴皇家煎饼，却给滴薄脆煎饼哇。。。不应该是夹油条嘛，伤心
0,送到全凉了，从下单到送达一小时，整整一小时！
1,配送超级到位，配送员认真负责
1,赞宇宙卷饼的送餐速度，感谢~
1,味道不错，出去吹风的时候正好碰上外卖小哥。
1,高度评价！
1,地理位置还不错，就是房间隔音比较差，性价比还可以了
1,"房间还算干净整洁,服务也可以,以这个价格来说,不错了,建议大家要定有窗户的房间,但是餐厅不够好,有一次吃的蘑菇是酸的,附近没有超市,不太方便,买水果都要走很远,"
0,"丽华不论百度平台或官网上订餐,现在送餐速度越来越慢,菜品质量和数量相比去年有明显缩水"
0,像是仓库改的拖鞋不错卫生间还可以早餐很差
0,"没有方糖,而且也没有按备注配置,有问题没有电话沟通就直接凑活送了"
1,"酒店设施太旧,隔音效果差.还不及国内三星装潢早餐可以.服务也不错.交通不是非常便利.1000的价没竞争力"
0,好难吃啊，意大利面粗，肉酱有奇怪的味，披萨饼怎么是酸的
0,入住的时候刚装修，味道很浓！房间内的床坐上去好像有点不稳！
1,送餐员很迅速
1,酒店有点老了。不过位置很不错。去那里都比较方便。。。
0,有史以来最糟糕的一次外卖，下午5点下单，晚上8点才送到！期间我还打了10多个电话！只接了3个，全部都是敷衍搪塞的说辞！好不容易餐到了还要我自己冒雨走一大段路去取！希望百度不要再和这样的无良商家合作！
1,快递小哥人又专业又好！快到了提前通知，电话很有礼貌很耐心，而且按时送到了
1,少送了一份南瓜羹，不过后来很快补送了，超爱
0,"太咸了，盐不要钱么,,,,,,"
1,环境很好；房间一般，刚进去有点霉味；住1号楼底层，很安静；洗澡喷淋水量非常大；从宾馆去金山寺可以从金山寺的一泉路后门进去，就在宾馆门口不远。
1,"这次去香港之前,我们就在携程上找酒店,后来定了朗豪酒店,因为看到对它的评价挺高的,入住后才发现真的很不错!前台和服务员态度都很好,CHECKIN和CHECKOUT的速度也快,整个酒店的装修很时尚,特别是房间卫生间的设计很前卫,非常喜欢!而且酒店地理位置也很好,交通十分方便,酒店直通对面的朗豪坊,下面就可以直接到达地铁站,去哪里都非常方便!酒店附近就是波鞋街,女人街,电器街,逛街也方便,下次去香港还住朗豪酒店!"
0,味道还可以，就是饭菜全凉了。。。本来11点前点的餐，硬是快到1点钟才送过来，我真是服了这送餐速度了。。简直刷新了我对于外卖服务印象的下限。
0,饼带汤的洒哪都是，还一直淌～南瓜粥一点味没有
0,很遗憾在春节期间竟然在这里住了一晚．１．没有暖空调，总台和我们说是厦门只有４星以上才有暖空调，其实不然，有很多的经济型酒店都有，这是误导，速８就有还便宜．２．态度不好，也许是生意太好了，要求加棉被，说没有了，只有一条了，我们是两个房间．投诉携程后才给予解决，早干吗了？３．床单不太干净，上面竟然有一个脚印，要求换掉，换的时候发现床单下有很多的人的毛发，要求搞干净，服务员的回答是＂反正上面床单盖着，不要紧＂．晕４．房间够大，不过装修已经好多年了．
0,速度很慢，我今天打电话催的时候，那边态度很差，我说那明天不点了。她说“可以”，电话撂了。
1,如果小不是问题，如果你能接受房价比较压抑，那么曼哈顿真是不错的选择。。。
1,一直在梅州东坡下单，好吃呦！^_^
1,稍微有点腻'其他还好
0,速度太慢，备注完全没理会
0,送的速度挺快的，态度也不错。菜的质量还可以吧，蔬菜不是特别多，但是用了券价钱很合适。
0,外卖很快，饭量跟小
1,"一直都吃这家,非常好,土豆泥是特色,鱿鱼有点腻,送餐速度一如既往的快"
1,有点偏淡～
0,送餐超快，但是超难吃。。。
0,"订了两次这家酒店,遇到都是几乎相同的问题,我在备注里写的很清楚,""不临街,安静,高层,不要KTV上的房型,""不知道什么原因,是携程没有把信息传给酒店,还是酒店的理解有问题,第一次给了我"
0,差评，点的螺丝竟然不给牙签，宫保鸡丁味道一般，快递联系不上
0,第一次买，也是最后一次，拉的我都虚脱了，吃肉夹馍+酸辣粉拉=拉肚子，肉夹馍+凉皮=拉肚子，
1,不是很慢，下雨天还很快
0,酱油太多，黑哇哇的，要的地瓜都没有看到！
1,"不错,第二次购买了,很喜欢"
0,"2小时才吃到饭,醉了"
0,这家店太让人感觉不舒服了，是我在三里屯点过外卖中唯一一家很烂很烂的店，打电话过去询问关于为什么随意更换我点的东西（3样），居然说菜单本来就是这样，只不过是网站上没改。全程连句抱歉都没说，什么素质！就是可怜配送员跑来跑去，还打电话说不好意思来晚了。所以只有百度配送让人感到暖心点。什么破店！
1,很热情速度快…哎哟不错哦
0,说不要辣，总加辣椒，无语，不知道是系统原因，还是什么
1,快递师傅特别好～等了我10分钟
0,"性价比比较低,速度慢,等了一个多小时"
1,"下单,你们弄重了害得我买了2份"
1,速度快，菜品和堂食的质量一样。外卖的包装很用心。
1,酒店也推出套票，内容与携程相同。携程套票价格并无优势，但增加了豪华房套票的选择。由于用了抵用券，携程豪华房与酒店高级房套票价格一样。SPA房环境不错，有泰式风情。套票仅含背部按摩，手法不错但时间短。四肢按摩需要加钱（88元/人），且不含头部、胸部，要按得再加钱。沐足中心提供沐足+推拿的套票，98元/人/3小时，比SPA超值许多。酒店游乐项目丰富，观光电梯不错，人工沙滩有特色，仙湖很大且风景很了，踩脚踏船一个小时都不能走个来回。酒店服务尚可，服务人员有礼貌。房间很失望，即使是豪华房也极普通，就三星水准。房间隔音不佳。西餐厅不大但早餐丰富、中餐厅祈福轩味道佳分量足还不贵，渔人码头一般。沿湖向外走出有家仙湖半岛食肆，如果早到还可坐在湖边位置，边吃饭边赏湖景，很惬意。推荐咸鸡、虎皮青椒焖豆角、椒盐骨！总之，托酒店和携程的福，三天两晚端午假期过的较尽兴，玩法丰富不枯燥，还吃到酒店送的粽子。PS.酒店一至三楼的楼梯有点绕，要有耐心，哈哈！补充点评2008年6月10日：酒店玩法较丰富，水上活动、康体设施及摆摊游戏都很多。我和先生二人三天两晚的端午假期，总花费应不足二千元，以这个价钱来说，是个不错的短期悠闲度假的选择！
1,煎饼很好吃，但焖面太难吃
0,房间很小，叫什么港式房间，另一种是不可以上网的，现在还有不能上网的宾馆？！早餐还可以。门市价260，我们订的248，呵呵，现在好像改了。性价比太差，哪里是三星的标准啊
1,好吃，希望商家保持
0,平时都很好、可是这次确实剩饭、一粒一粒的、像用水泡过、让我非常不满意
0,还是迟到，晚了30分钟
1,"经常买。,味道不错,。吃着方便"
1,最爱青城家的饭菜～如今终于可以外卖啦～带娃来不及做饭时首选青城～主要是吃的放心，很干净，菜的味道有家的感觉，老板人特别好，这也是老店如此火的原因，希望能出些新的菜品哈哈！
0,送餐速度太慢！迟到一小时！卖家毫无歉意！
1,地点不错，服务也很好，提供好几种枕头选择，包括晚上有送一杯热饮，非常贴心，以后还会入住。
1,不错，不错，家里有人住院，用百度外卖太方便啦！
1,早餐还可以，房间一般，不过隔音效果很好，虽然对则一条大马路，但是根本听不到什么嘲音
1,还行宾馆的设施还是比较全的，服务也比较好，只是我住的那个房间看不到西湖，５５５５５５５５
0,"好吧,没说加热,就冷的送过来,差评！！那买培根的也不给加热吗？？让人生吃吗？？无语！！"
1,酒店在东营当地是最高档的，服务人员训练有素，服务意识很好。酒店很新，房间也很干净，零点厅的饭菜不错，就是有点贵。早餐很丰盛，据说自助餐也不错，下次再到东营，一定去试试。推荐入住！
1,"披萨好吃！,送餐小弟很给力！"
1,料很足，味道也不错，就是包装怎么那么复杂？！
1,"我住的豪华房,被子太厚,晚上睡觉超热,前台小姐服务态度一般,没见到笑脸.宾馆服务较好."
1,"酒店地段不错,在市中心交通购物都很方便.整体感受服务很周到,刚进酒店前台员工便送来冰爽的冷饮说是赠送的.到房间后大堂副理打电话亲自询问入住情况,还给我介绍携程客人可以享受下午茶和洗衣服等服务,感觉很亲切,还赠送了水果.下次来厦门我还会选择这家酒店!"
0,京酱肉丝的还可以，肘子的没有酱，太干了
0,味道很一般
1,就是老了点，个别房间窗户小，隔音差，其他很好，毕竟是老牌三星级吗！
1,配送还算快，两个多小时送到，挺好吃的朋友们都喜欢
0,"我的粥怎么没送过来。,赠送的饮料也没有。没有就不要写在订单了！玩呢？"
1,好评，服务好，态度好，味道也很好！
1,"地理位置很不错,交通方便,我住的是迎宾楼,房间很干净,就是小了点,节假日要想在此酒店喝早茶,可能要提前预订,我入住时是国庆时期,早上7点一刻下去已经全部桌子都被霸了,可是每桌都是坐一两个老人家.."
1,主楼房间不错，副楼就差了很多，早餐很好，推荐入住
1,很好吃，速度也快，小笼包汤汁很多，味道不错
1,慕名而来，酒店建筑，房间内部装修非常棒，服务生就是不太热情，前台还是挺棒的。
1,超级给力的骑士！饮料好喝！
1,速度很快，时间刚刚好
1,服务很好，昨天吃的，今天补单的。
1,酒店处于市中心地段，吃饭方便。装修还可以，服务不错，价格合理。
0,"推荐天目湖宾馆,各方面设置比这家好多了.值得推荐的是他们的餐厅还算过得去,鱼头还能吃吃.但是前台小姐的服务太差了。"
1,很喜欢喝他家的饮料！谢谢送餐小哥大冷天送来！
1,师傅送货很快，宫保鸡丁和川式腊味拼味道不错
0,连续两次要发票都未给，店家说给百度送餐的了，百度送餐的说没有给。希望以后不要再出现这种莫名其妙的错误，诚信最重要
1,不油腻，好吃。陪米饭
0,这次的双拼饭太差了，尤其是里面的肥牛，没有洋葱，量也好少
1,这次点了一个中份和一个大份，大份是第一次点的中份大小，应该是第一次点的中份送成大份了。中份量不大，大份还行。
1,牛杂很好吃
1,第一次点餐，太惊艳了，在这种雾霾天，下单之后20分钟就送到了，还没品尝，直接全给五星好评，外卖小哥辛苦了，你们要注意身体哦，么么哒
0,差评！一点菜没有，咖喱猪排饭一点咖喱也没有，只有两块土豆。送餐时间一个小时！催了三次！评价这个界面的送餐时间也是虚假的，根本不是真正送到的时间！
0,米饭跟没给一样，一口就没了，怎么吃？
0,味道还行，套餐里有雪碧或可乐没有送！
0,事实上只能算一个好一点的招待所，只是大堂装修得好一点而已
0,"人家是花钱买客户,百度是花钱砸客户,我觉得可以改一下名字叫,（摆渡外卖）一群不靠谱的人办一些不靠谱的事"
0,送餐找不到地方，打了好几个电话，包的也不好，油漏的到处都都是...
0,之前买过这个菜，鱼和酸菜量都足，吃的很满意，可是这次鱼少不说，酸菜也很少，满碗的辣椒葱姜蒜！全是配料！我买的是酸菜鱼！不是葱姜蒜辣椒汤！太让人失望了！
0,一个多小时了根本没做，打电话询问，还骗人说已经在路上了，绝对差评
1,豪华阁的客房和普通客房差距较大，普通客房都显得比较陈旧，经常听说外国客人遇到房间免费升级，中国人倒是没有遇到过！
1,"优点：1、酒店安静，空气清新，寝具干净；2、免费的温水游泳池和健身；3、酒店周围绿树成荫，吃饭后散散步不错。缺点：1、离九江市区有一点距离，打车12元；2、前台服务员的业务水平需要提高；3、没有免费的矿泉水。免费注册网站导航宾馆索引服务说明关于携程诚聘英才代理合作广告业务联系我们Copyright1999-2008,ctrip.com.allrightsreserved."
0,早上十点多定的，下午一点多才给送到，太慢了，饼还一般
0,0星，受不了这app的假状态
1,"酒店坐落的位置很好,闲暇在湖边散步很是惬意.酒店的前厅部人员很热情,去了酒店几次，感觉都不错。"
0,其他没什么，就是房价便宜。很老的星级宾馆了，愧对4星的标准了。补充点评2008年5月31日：不过在安庆也就这家好一点，其他的要么很远，要么更差。
0,"完全化了,奶油烂糟糟的"
0,味道不错本来想给五星，但是看推荐才发现我订的冒菜里的山药没有这怎么算啊？
0,菜里全是汤洒了一袋子。。
1,目前是新昌最好的酒店，环境和服务质量都非常好，国内长度免费和免费宽带还是蛮有吸引力的，离大佛寺仅咫尺之遥，太方便了补充点评2008年5月4日：酒店一楼中餐厅内的白斩鸡和水库剁椒鱼头是不能不尝的？住了两晚，吃了两餐。特色的芋饺和面我看并不一定适合上海人的口味。
1,"今年厦洽会期间,我们入住该酒店,该酒店的服务水平总体不错,尤其是所处的环境非常的好,特别适合外地来人的参加会议住宿,交通便利,是一家不错的酒店."
0,没有发票，送餐时间晚，
1,酒店不错，就是游泳池稍微小了点，离九寨沟沟口有1.5km，目前淡季，交通不方便，只能包车去景点，但是机票房价很实惠，九寨沟的风景不错的哦，周围晚上出去的时候没有安全感。
0,我是10月4日入住的这家酒店，这是我住过得最差的酒店，服务不好，酒店设施超陈旧，说是早上7点到9：30有早餐提供，但我们8点多下楼就说只有面条了，服务员还一种爱吃不吃的样子，去任何地方都不方便，最近的地铁站也要走路15到20分钟，我们是下午三点的车，要求延时2个小时，总服务台就说要加半天房费，之前住过的四星也没这么苛刻，而且房间和网上发的图片不符，我不知道是不是因为携程的会员价比较便宜才会给那么不好的房间，总之以后再也不会去住这家店。
0,和楼下的朋友感触差不多，这个酒店的硬件和服务都一般，住15层豪华单人间，电视不清楚，床硬，被子薄，空调温度不够，晚上睡的不舒服，冷。卫生间设施还比较不错，装修不久的缘故吧。经当地人的推荐，我下次来这个城市会选择，新开的赵王或者开发区的皇冠，也向大家推荐。
1,安娜喝完很舒服，不腻。果汁很新鲜！
0,差评，送到的咖啡袋子湿了，结果拿出啦就洒了，然后快递小哥说让我原价再买两杯可以补钱，结果买了也没补
0,"冷了，饼太厚，口感很柴，锡箔纸包到饼内，很难撕开；,肘子，似乎不是肘子，是兽肉丁+肥肉丁"
0,"店里马上放假人手不足，等了一个半小时，终于送来了。,不过菜做的都比较咸，原来配的圆白菜没有了……换成了类似腐竹细丝但不能确定是什么的东西……还不如圆白菜爽口,红烧鱼块淀粉较多"
0,不错，希望品质如初！
1,"十一的时候去的洛阳,就住在这家酒店,总的感觉呢,地理位置不错门口就有去龙门石窟的公交车1元一位很方便(我打车去的也只花了30元)前台接待很热情,但缺点是房间实在是小,四星级这么小的房间有点说不过去,但房间里有电脑这点还不错."
1,不错的酒店，设施很齐全，周到。特别是一些小的细节。周围的环境也不错。
1,"又要提到性价比的问题了,这个酒店以这个价格来说,算是很好的了,并且莆田的酒店差不多都这样的,对面台湾大酒店更糟,还不如华天金叶,推荐原因就是上述吃饭想吃简单的就在酒店吃个海鲜炒米粉吧,想吃不大贵种类多的就去对面吃集集小镇,想吃豪华的,强力推荐广化路的朝会粤菜,人均约一百0594-2817777,但是装修有点新潮,招待老骨董客人就不用去啦"
0,量少的可怜！味道也不怎样。集体说以后可以不考虑吃
1,"这是我第二次入住了,非常不错的酒店.非常干净.整洁。里面的卫生间是我非常喜欢的布置。晚上12点回酒店的时候想吃点东西，厨师都已下班，在水吧点了份水果色拉，正好看见一只苹果，就问厨师能不能只把苹果切了，别的也不用放。那厨师居然说“送给你们吧，”我问多少不要钱吗？他说“不用了”。真是态度超好哦。从来没有见过这么大方的呢。每天都有当天的报纸。"
0,晚餐吃出长头发，服务员竟不以为然！洗完澡时，发现浴巾上竟也有长头发！如家在我心目中一直是快捷酒店的楷模，但这次入住北京团结湖店，令人大跌眼镜。
0,粉送來的時候已經「斷」完了，跟米飯一樣，唉，有些失望⋯
1,送货小哥儿超级赞，萌萌哒，送货巨快！
0,肥牛根本不是肥牛，干巴巴的
1,味道好，只不过比预约的时间早了四十多分钟，还好我在
0,说是4星的，居然没有设置无烟房，实在是无语。宾馆反馈2008年4月28日：尊敬的宾客，非常感谢您入住七星商务酒店！本酒店10楼为无烟楼层客房，楼层及客房均设有明显无烟楼层标志。我们诚挚地期待您下次光临我们酒店，我们将尽量满足您的订房需求。
1,地处中街商业圈，交通方便，但房间所有开关按钮无标示，刚入住有些不适应。另外房间设施相对略现陈旧。
1,这次在新疆出差，先后两次入住该酒店，总的来说是家不错的酒店，干净整洁，房间电源插座比较多，用起来比较方便，就是卫生间比较小，有些不太方便，值得一说的是前台的服务。第一次入住时两个态度都很好，可第二次入住时，换了一个服务人员，态度却一点也不好，反差非常明显，入住时预定好了早餐（因为要赶飞机），早上催送时，却说携程预定的没有，后来我让她打电话问晚上接待的，又说可以，结果送来两个冰凉的面包和牛奶（第一次预定时送来的时后都是预热过的，那时感觉非常好）。送来的服务生面孔也是凉凉的感觉，好像很不情愿，我非常气愤！结帐时，发票和水单连折也不折，更谈不上装信封了。看来，人员的素质还是离他的星级还有很大的差距啊！
1,味道很好！速度也够快！
